ID,Title,Subject,OriginalQuestion,Source,Date,ErrorReason,WrongSolution,CorrectSolution,SRSEnabled,ExposureCount,MasteryScore,MasteryHistory
8e2cd2f8-f4b7-4f6d-9eba-ae4281f0beab,时区计算问题,Geography,经典错题：时区计算问题。这是一道典型的易错题，需要认真思考。,来自：Mock Exam 2,2026-06-27 23:02:56,知识点遗漏,计算步骤出错，中间某一步的数值算错了,重新看题，认真思考，整理思路，规范步骤,true,3,0.8690,[]
cbf64ec4-c695-479c-b08b-e3eee3bfc54f,二次函数易错点,Biology,经典错题：二次函数易错点。这是一道典型的易错题，需要认真思考。,来自：Mock Exam 2,2025-08-10 23:02:56,应用能力不足,公式记错了，应该是另一个公式,重新看题，认真思考，整理思路，规范步骤,true,8,0.1866,[]
8dec068b-b074-4915-8cbd-18e0d644e0c7,二次函数易错点,Chemistry,题目：二次函数易错点。这是一道典型的易错题，需要认真思考。,来自：Mock Exam,2026-01-16 23:02:56,时间不够用,公式记错了，应该是另一个公式,计算时保持专注，每一步都要仔细检查,true,2,0.2424,[]
813a18b2-213a-4cfb-9af4-bc9f0989a638,二次函数易错点,Mathematics,经典错题：二次函数易错点。这是一道典型的易错题，需要认真思考。,来自：Mid-Term Test,2026-02-12 23:02:56,时间分配不合理,理解题目有偏差，理解错了题目中的关键条件,首先分析问题，理清思路，再逐步计算,true,2,0.6944,[]
657f7ee4-fee6-4b33-b492-60ad2f349935,化学实验装置连接问题,Biology,题目：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：期中考试,2026-03-05 23:02:56,书写错误,公式记错了，应该是另一个公式,重新看题，认真思考，整理思路，规范步骤,true,3,0.1428,[]
33af4a29-4f64-4022-b761-6dd26e8b6270,物理受力分析,Politics,题目内容：物理受力分析。这是一道典型的易错题，需要认真思考。,来自：适应性考试,2026-02-03 23:02:56,概念理解不清,步骤全错了，得重新学习这部分内容,首先分析问题，理清思路，再逐步计算,true,1,0.5990,[]
52de4816-bdb9-40e4-adfa-46705f8a6d69,化学实验装置连接问题,Biology,经典错题：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：适应性考试,2026-06-10 23:02:56,单位换算错误,没有完全理解概念，知识点混淆了,计算时保持专注，每一步都要仔细检查,true,0,0.2461,[]
29dc3c37-1dd8-4ab2-ab58-be94507e68af,近代不平等条约,Politics,易错典型题：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2026-04-15 23:02:56,记忆错误,错误原因：使用了错误的方法一，导致结果偏离,巩固基础，加强复习，概念要清晰，步骤要规范,true,0,0.4474,[]
3d4330b2-f32f-48b8-9fa1-17b5451dbf8b,酸碱中和滴定误差,Chemistry,经典错题：酸碱中和滴定误差。这是一道典型的易错题，需要认真思考。,来自：Weekly Test,2025-12-13 23:02:56,计算过程出错,错误原因：使用了错误的方法一，导致结果偏离,重新整理知识点，找到正确方法,true,6,0.2538,[]
cb384790-56c0-4ca0-ae63-65f6af2b3f9a,完形填空高频错题,Chinese,经典错题：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：Mock Exam,2025-08-07 23:02:56,书写格式错误,步骤错了！思路不对，整个方向都错了,计算时保持专注，每一步都要仔细检查,true,2,0.1587,[]
7d616f8f-3cc3-4f10-b786-3e83efff9e92,物理受力分析,History,易错典型题：物理受力分析。这是一道典型的易错题，需要认真思考。,来自：Mock Exam 2,2026-04-29 23:02:56,概念混淆,步骤全错了，得重新学习这部分内容,仔细审清题意，圈出关键词，避免理解偏差,true,3,0.6530,[]
0e74b0a2-7931-4566-b2ef-72d2b314e2c5,物理受力分析,English,经典错题：物理受力分析。这是一道典型的易错题，需要认真思考。,来自：Practice Test,2026-03-08 23:02:56,计算过程出错,没有完全理解概念，知识点混淆了,仔细审清题意，圈出关键词，避免理解偏差,true,5,0.0000,[]
6e389e2c-d459-41c2-8264-26398301aeb1,文言文翻译理解错误,Chinese,题目内容：文言文翻译理解错误。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2026-06-17 23:02:56,时间不够用,步骤全错了，得重新学习这部分内容,计算时保持专注，每一步都要仔细检查,true,5,0.5347,[]
852337e5-afe2-4a0b-847f-6c69f7e9f238,文言文翻译理解错误,Geography,题目内容：文言文翻译理解错误。这是一道典型的易错题，需要认真思考。,来自：单元测验,2025-10-08 23:02:56,概念理解不够全面,错误原因：使用了错误的方法一，导致结果偏离,强化训练类似题目，总结常见错误和正确思路,true,5,0.6237,[]
e566cdf9-27e0-46b9-9709-ad24d77e0e68,立体几何三视图,Chinese,经典错题：立体几何三视图。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2025-11-24 23:02:56,公式记错,步骤错了！思路不对，整个方向都错了,计算时保持专注，每一步都要仔细检查,true,7,0.3486,[]
d79483f4-e399-4b22-8742-5001379a7828,近代不平等条约,Mathematics,易错典型题：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：寒假作业检查,2025-10-15 23:02:56,概念理解不够全面,公式记错了，应该是另一个公式,计算时保持专注，每一步都要仔细检查,true,6,0.1935,[]
2d483823-b573-4142-a3f4-6c3927436b01,酸碱中和滴定误差,English,易错典型题：酸碱中和滴定误差。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2025-09-18 23:02:56,记忆错误,步骤错了！思路不对，整个方向都错了,重新整理知识点，找到正确方法,true,0,0.8091,[]
152bfa54-cace-496c-8663-c944e076cfc8,时区计算问题,English,题目内容：时区计算问题。这是一道典型的易错题，需要认真思考。,来自：月考,2026-04-06 23:02:56,知识点遗漏,没有完全理解概念，知识点混淆了,仔细审清题意，圈出关键词，避免理解偏差,true,7,0.7317,[]
f67d8528-a573-43f9-923f-97da311fca7c,化学实验装置连接问题,Biology,经典错题：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：Quiz 1,2025-11-12 23:02:56,公式记错,计算出错导致整个结果全错，前面的步骤还挺对的,计算时保持专注，每一步都要仔细检查,true,5,0.9085,[]
d8b91957-49f6-47ad-aa42-1acfadcbe91a,化学实验装置连接问题,English,题目：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：Final Revision Quiz,2025-10-16 23:02:56,记忆错误,中间步骤有错误，导致后面的计算都错了,强化训练类似题目，总结常见错误和正确思路,true,3,0.6490,[]
fef29768-4901-45d4-ba0d-82bab5b2e854,完形填空高频错题,Mathematics,题目内容：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：Mock Exam 2,2025-12-04 23:02:56,审题不清,计算出错导致整个结果全错，前面的步骤还挺对的,先记牢相关概念和公式，再应用解题,true,7,0.5307,[]
a01191ef-e35c-4b79-b46a-298a40c554a8,近代不平等条约,Biology,易错典型题：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：Practice Test,2026-01-11 23:02:56,书写错误,中间步骤有错误，导致后面的计算都错了,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,0,0.7082,[]
66c3c6cf-a05b-4889-9275-a3af5ac9527b,牛顿运动定律综合运用,Mathematics,题目：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2026-04-18 23:02:56,概念理解不清,中间步骤有错误，导致后面的计算都错了,先记牢相关概念和公式，再应用解题,true,4,0.3468,[]
46744ab1-4182-473d-9023-ad55bc553031,完形填空高频错题,Chemistry,经典错题：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：Mid-Term Test,2025-09-26 23:02:56,忘记重要知识点,计算步骤出错，中间某一步的数值算错了,重新看题，认真思考，整理思路，规范步骤,true,0,0.1639,[]
b093cc46-8a37-4fee-a9eb-cab8ab2163de,向量运算错误,Mathematics,题目：向量运算错误。这是一道典型的易错题，需要认真思考。,来自：Final Revision Quiz,2025-10-15 23:02:56,概念理解不清,理解题目有偏差，理解错了题目中的关键条件,首先分析问题，理清思路，再逐步计算,true,3,0.0096,[]
49dd138e-cd97-4919-b01a-ff7e82469841,三角函数恒等变换易错,English,经典错题：三角函数恒等变换易错。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2025-09-18 23:02:56,审题不清,公式记错了，应该是另一个公式,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,1,0.1311,[]
25a53df4-99c1-4b53-9f9f-fa19f5a5ee91,化学实验装置连接问题,History,经典错题：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：Quiz 1,2026-04-14 23:02:56,思路不清,理解题目有偏差，理解错了题目中的关键条件,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,8,0.5150,[]
2f1456cc-ee18-4a1f-965a-91b550adb7fd,数列求和难题,Physics,经典错题：数列求和难题。这是一道典型的易错题，需要认真思考。,来自：模拟考试,2025-08-06 23:02:56,单位换算错误,错误原因：使用了错误的方法一，导致结果偏离,重新整理知识点，找到正确方法,true,8,0.7198,[]
242ac128-4c30-46bd-8da7-5465d2717c15,酸碱中和滴定误差,Chemistry,易错典型题：酸碱中和滴定误差。这是一道典型的易错题，需要认真思考。,来自：Quiz 1,2025-07-08 23:02:56,计算过程出错,理解题目有偏差，理解错了题目中的关键条件,首先分析问题，理清思路，再逐步计算,true,5,0.3109,[]
7f1184d6-4b86-47ad-97ac-09b05e30142c,三角函数图像问题,Biology,题目：三角函数图像问题。这是一道典型的易错题，需要认真思考。,来自：期中考试,2026-06-05 23:02:56,粗心大意,步骤错了！思路不对，整个方向都错了,重新整理知识点，找到正确方法,true,8,0.9172,[]
f8b91266-e010-4f41-8173-c3aa75018da6,牛顿运动定律综合运用,Physics,题目：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：Quiz 1,2026-02-05 23:02:56,概念理解不够全面,步骤错了！思路不对，整个方向都错了,强化训练类似题目，总结常见错误和正确思路,true,8,0.5058,[]
9a5d019a-8356-4155-95c9-d3bcba996bc2,化学实验装置连接问题,Geography,经典错题：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：Practice Test,2026-04-11 23:02:56,概念理解不够全面,步骤全错了，得重新学习这部分内容,重新看题，认真思考，整理思路，规范步骤,true,2,0.6758,[]
68688fbb-dc14-48c2-8576-e709b4c003ef,牛顿运动定律综合运用,Physics,题目：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2025-08-11 23:02:56,关键信息获取不足,步骤全错了，得重新学习这部分内容,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,1,0.8356,[]
8ad0c1fb-a2ca-4b21-8fca-18edfdfaa883,完形填空高频错题,History,题目内容：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：暑假作业检查,2025-08-12 23:02:56,关键信息获取不足,计算步骤出错，中间某一步的数值算错了,仔细审清题意，圈出关键词，避免理解偏差,true,8,0.8216,[]
11dc41ec-79dd-45ab-8d0f-1b24acb0f973,立体几何三视图,Chinese,题目：立体几何三视图。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2025-08-18 23:02:56,忘记重要知识点,理解题目有偏差，理解错了题目中的关键条件,重新看题，认真思考，整理思路，规范步骤,true,1,0.9389,[]
b76fa003-d805-4e2a-b497-53c1ee18acc9,牛顿运动定律综合运用,Biology,题目内容：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2026-03-09 23:02:56,思路不清,计算步骤出错，中间某一步的数值算错了,重新整理知识点，找到正确方法,true,5,0.7563,[]
b4084990-1ac8-479d-b361-7dde0ce315a4,近代不平等条约,Politics,经典错题：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：期末复习,2026-06-14 23:02:56,关键信息获取不足,理解题目有偏差，理解错了题目中的关键条件,重新整理知识点，找到正确方法,true,0,0.7961,[]
d0120847-1390-406c-bc56-2f5309458d34,有机化学同分异构体,Mathematics,易错典型题：有机化学同分异构体。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2026-02-27 23:02:56,概念理解不够全面,错误原因：使用了错误的方法一，导致结果偏离,重新看题，认真思考，整理思路，规范步骤,true,2,0.9214,[]
4a9b2dcc-41c1-45cd-abcc-f4a8272c284a,英语语法填空错误,Biology,题目内容：英语语法填空错误。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2026-06-15 23:02:56,时间不够用,公式记错了，应该是另一个公式,先记牢相关概念和公式，再应用解题,true,8,0.9327,[]
51f8abcd-7a63-49dc-adee-49295765888c,生态系统能量流动,History,题目内容：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2026-05-26 23:02:56,书写格式错误,没有完全理解概念，知识点混淆了,计算时保持专注，每一步都要仔细检查,true,5,0.8085,[]
4feed000-2b2d-4c45-bd36-58f357b6a54f,化学实验装置连接问题,Physics,易错典型题：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：Final Review,2026-03-28 23:02:56,知识点遗漏,中间步骤有错误，导致后面的计算都错了,仔细审清题意，圈出关键词，避免理解偏差,true,6,0.9346,[]
01f341ca-fedd-4f6d-92fb-1b74cbd5cdb1,基因遗传图谱,Biology,题目：基因遗传图谱。这是一道典型的易错题，需要认真思考。,来自：Weekly Test,2025-12-16 23:02:56,时间不够用,步骤全错了，得重新学习这部分内容,重新看题，认真思考，整理思路，规范步骤,true,8,0.1241,[]
cf74d009-b780-4a05-bd31-a46c03641f05,完形填空高频错题,Chemistry,经典错题：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：单元测验,2026-05-16 23:02:56,时间不够用,步骤错了！思路不对，整个方向都错了,先记牢相关概念和公式，再应用解题,true,7,0.1557,[]
68fa818a-007c-46eb-864a-4c2bd4b276fe,电磁感应综合题,Geography,题目：电磁感应综合题。这是一道典型的易错题，需要认真思考。,来自：期末复习,2026-07-05 23:02:56,概念混淆,理解题目有偏差，理解错了题目中的关键条件,巩固基础，加强复习，概念要清晰，步骤要规范,true,3,0.3991,[]
25100035-1b53-479e-8786-6c1ad5012f9e,阅读理解主旨大意题,Physics,题目：阅读理解主旨大意题。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2026-06-24 23:02:56,概念混淆,中间步骤有错误，导致后面的计算都错了,重新看题，认真思考，整理思路，规范步骤,true,3,0.3062,[]
bef17898-1d60-4bb1-9c2b-3c1a731ba081,生态系统能量流动,Chemistry,题目：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2026-04-09 23:02:56,计算失误,错误原因：使用了错误的方法一，导致结果偏离,巩固基础，加强复习，概念要清晰，步骤要规范,true,4,0.3738,[]
cbf7e1a8-e5b0-44f9-b06a-95cb5c73cfb7,近代不平等条约,Biology,题目内容：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：月考,2025-08-28 23:02:56,记忆错误,步骤全错了，得重新学习这部分内容,重新整理知识点，找到正确方法,true,5,0.2388,[]
232bf027-088e-49eb-9157-ac7096055164,生态系统能量流动,Geography,题目：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：暑假作业检查,2025-07-20 23:02:56,关键信息获取不足,错误原因：使用了错误的方法一，导致结果偏离,重新看题，认真思考，整理思路，规范步骤,true,1,0.0105,[]
96c55ce1-4703-4118-858f-2c9e23eac97a,数列求和难题,Geography,易错典型题：数列求和难题。这是一道典型的易错题，需要认真思考。,来自：单元测验,2025-08-26 23:02:56,概念理解不清,中间步骤有错误，导致后面的计算都错了,强化训练类似题目，总结常见错误和正确思路,true,8,0.4427,[]
2cfffe1e-1701-4121-ac01-88e4592d8a32,文言文翻译理解错误,Biology,易错典型题：文言文翻译理解错误。这是一道典型的易错题，需要认真思考。,来自：寒假作业检查,2026-01-14 23:02:56,时间不够用,中间步骤有错误，导致后面的计算都错了,先记牢相关概念和公式，再应用解题,true,6,0.2522,[]
0c6c3d0d-e805-4450-9e34-ca4b83410a7b,基因遗传图谱,Chinese,题目：基因遗传图谱。这是一道典型的易错题，需要认真思考。,来自：寒假作业检查,2025-11-22 23:02:56,公式记错,理解题目有偏差，理解错了题目中的关键条件,强化训练类似题目，总结常见错误和正确思路,true,0,0.7635,[]
5c205a6b-ff60-4da4-bce3-f9f69487dcd9,文言文翻译理解错误,Politics,易错典型题：文言文翻译理解错误。这是一道典型的易错题，需要认真思考。,来自：适应性考试,2025-10-14 23:02:56,时间不够用,计算步骤出错，中间某一步的数值算错了,仔细审清题意，圈出关键词，避免理解偏差,true,7,0.5156,[]
31c59e7b-7da6-48de-9535-e2b7b142779c,数列求和难题,Politics,题目：数列求和难题。这是一道典型的易错题，需要认真思考。,来自：诊断性考试,2025-08-08 23:02:56,计算失误,错误原因：使用了错误的方法一，导致结果偏离,重新整理知识点，找到正确方法,true,4,0.4463,[]
820a113c-83fe-404d-88fb-ab0e64e1e743,牛顿运动定律综合运用,English,经典错题：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：模拟考试,2026-06-07 23:02:56,应用能力不足,步骤错了！思路不对，整个方向都错了,仔细审清题意，圈出关键词，避免理解偏差,true,6,0.0467,[]
eecf1bbc-d127-4be5-b8fc-be5e7edb0b29,酸碱中和滴定误差,Politics,题目：酸碱中和滴定误差。这是一道典型的易错题，需要认真思考。,来自：Final Review,2026-01-02 23:02:56,书写格式错误,计算出错导致整个结果全错，前面的步骤还挺对的,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,8,0.1995,[]
adfdd7a8-821c-48f1-98a7-f438cdfdd397,英语语法填空错误,English,经典错题：英语语法填空错误。这是一道典型的易错题，需要认真思考。,来自：期中考试,2025-10-01 23:02:56,时间分配不合理,计算出错导致整个结果全错，前面的步骤还挺对的,强化训练类似题目，总结常见错误和正确思路,true,7,0.5877,[]
43ceaf06-f4a5-44c6-a327-84b1f69f0461,完形填空高频错题,Physics,易错典型题：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：期末考试,2025-10-15 23:02:56,记忆错误,步骤全错了，得重新学习这部分内容,强化训练类似题目，总结常见错误和正确思路,true,5,0.9140,[]
6bfe5263-df53-464d-a23d-392f9b0b190b,酸碱中和滴定误差,Politics,易错典型题：酸碱中和滴定误差。这是一道典型的易错题，需要认真思考。,来自：暑假作业检查,2026-03-02 23:02:56,时间分配不合理,步骤错了！思路不对，整个方向都错了,巩固基础，加强复习，概念要清晰，步骤要规范,true,8,0.4789,[]
702ef243-f336-4516-8f9f-014689cc557f,牛顿运动定律综合运用,English,题目：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：Practice Test,2025-08-27 23:02:56,记忆错误,没有完全理解概念，知识点混淆了,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,7,0.0922,[]
aa8db1b1-58a3-4ae1-aefb-fd5d894d1dc6,立体几何三视图,Politics,经典错题：立体几何三视图。这是一道典型的易错题，需要认真思考。,来自：模拟考试,2026-07-01 23:02:56,时间分配不合理,没有完全理解概念，知识点混淆了,巩固基础，加强复习，概念要清晰，步骤要规范,true,8,0.8068,[]
26a985dc-70f1-494a-8f97-6662029048fe,近代不平等条约,History,易错典型题：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：Practice Test,2025-12-26 23:02:56,书写格式错误,步骤错了！思路不对，整个方向都错了,重新整理知识点，找到正确方法,true,6,0.1268,[]
7bcecfcb-e889-478f-a89d-0467dea261d5,三角函数图像问题,Chinese,易错典型题：三角函数图像问题。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2025-12-23 23:02:56,粗心大意,公式记错了，应该是另一个公式,牢记基础方法: 1.理解题意 2.回忆知识点 3.解题 4.检查总结,true,5,0.1213,[]
be51524b-2b3d-4e24-8502-f2a14e527124,完形填空高频错题,English,题目内容：完形填空高频错题。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2026-04-17 23:02:56,概念理解不够全面,错误原因：使用了错误的方法一，导致结果偏离,重新看题，认真思考，整理思路，规范步骤,true,7,0.3939,[]
50c74fd9-f4a5-4458-9c04-b86b6da75e56,基因遗传图谱,English,题目：基因遗传图谱。这是一道典型的易错题，需要认真思考。,来自：单元测验,2025-07-26 23:02:56,概念混淆,没有完全理解概念，知识点混淆了,计算时保持专注，每一步都要仔细检查,true,0,0.7501,[]
15a173b4-3f9b-427e-aebe-7611043f5b32,文言文翻译理解错误,Geography,易错典型题：文言文翻译理解错误。这是一道典型的易错题，需要认真思考。,来自：单元测验,2025-12-06 23:02:56,粗心大意,中间步骤有错误，导致后面的计算都错了,仔细审清题意，圈出关键词，避免理解偏差,true,7,0.3427,[]
28bb19a3-7b50-43bc-a4aa-c82f30ac1179,生态系统能量流动,Chinese,题目内容：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：Quarterly Exam,2026-07-05 23:02:56,概念理解不够全面,步骤全错了，得重新学习这部分内容,先记牢相关概念和公式，再应用解题,true,5,0.7535,[]
2e2b5801-52ac-4a4c-aa4e-a7d07d931ff1,阅读理解主旨大意题,English,题目：阅读理解主旨大意题。这是一道典型的易错题，需要认真思考。,来自：Weekly Test,2025-10-02 23:02:56,粗心大意,错误原因：使用了错误的方法一，导致结果偏离,重新看题，认真思考，整理思路，规范步骤,true,3,0.0671,[]
76977239-c552-4b6d-9ac1-41211140d02a,有机化学同分异构体,History,题目：有机化学同分异构体。这是一道典型的易错题，需要认真思考。,来自：Final Review,2025-12-11 23:02:56,思路不清,步骤错了！思路不对，整个方向都错了,先记牢相关概念和公式，再应用解题,true,5,0.4080,[]
d2ef8833-5267-418a-98be-4e7e0d880e3d,牛顿运动定律综合运用,History,易错典型题：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：Final Review,2025-11-18 23:02:56,书写格式错误,错误原因：使用了错误的方法一，导致结果偏离,首先分析问题，理清思路，再逐步计算,true,0,0.0812,[]
dfa85051-73f3-41bf-84f5-fab4a957219a,电磁感应综合题,Politics,题目：电磁感应综合题。这是一道典型的易错题，需要认真思考。,来自：适应性考试,2026-04-28 23:02:56,时间分配不合理,公式记错了，应该是另一个公式,首先分析问题，理清思路，再逐步计算,true,1,0.6436,[]
78a4828f-66cd-4a27-b892-4ef913f67bbc,牛顿运动定律综合运用,English,题目：牛顿运动定律综合运用。这是一道典型的易错题，需要认真思考。,来自：月考,2026-05-30 23:02:56,计算过程出错,计算出错导致整个结果全错，前面的步骤还挺对的,先记牢相关概念和公式，再应用解题,true,0,0.7810,[]
5ea26230-bba9-45d1-9003-e9b31918981d,基因遗传图谱,Mathematics,题目内容：基因遗传图谱。这是一道典型的易错题，需要认真思考。,来自：模拟考试,2026-05-10 23:02:56,时间分配不合理,没有完全理解概念，知识点混淆了,强化训练类似题目，总结常见错误和正确思路,true,1,0.7457,[]
